0;0.0;0;0;null
0;3.0;-15;5;null
0;13.0;-15;5;2600
0;117.0;505;45;2600
0;127.0;505;45;null
0;127.0;505;45;null
0;231.0;-15;5;null
0;241.0;-15;5;2601
0;343.0;495;65;2601
0;353.0;495;65;null
0;353.0;495;65;null
0;455.0;-15;5;null
0;465.0;-15;5;2602
0;571.0;515;45;2602
0;581.0;515;45;null
0;581.0;515;45;null
0;687.0;-15;5;null
0;697.0;-15;5;2603
0;703.0;15;15;2603
0;713.0;15;15;null
0;713.0;15;15;null
0;719.0;-15;5;null
0;729.0;-15;5;2604
0;735.0;15;15;2604
0;745.0;15;15;null
0;745.0;15;15;null
0;751.0;-15;5;null
0;761.0;-15;5;2605
0;867.0;515;65;2605
0;877.0;515;65;null
0;877.0;515;65;null
0;983.0;-15;5;null
0;993.0;-15;5;2606
0;999.0;15;25;2606
0;1009.0;15;25;null
0;1009.0;15;25;null
0;1015.0;-15;5;null
0;1025.0;-15;5;2607
0;1129.0;505;35;2607
0;1139.0;505;35;null
0;1139.0;505;35;null
0;1243.0;-15;5;null
0;1253.0;-15;5;2608
0;1353.0;485;45;2608
0;1363.0;485;45;null
0;1363.0;485;45;null
0;1463.0;-15;5;null
0;1473.0;-15;5;2609
0;1479.0;15;25;2609
0;1489.0;15;25;null
0;1489.0;15;25;null
0;1495.0;-15;5;null
0;1505.0;-15;5;2610
0;1511.0;15;25;2610
0;1521.0;15;25;null
0;1521.0;15;25;null
0;1527.0;-15;5;null
0;1537.0;-15;5;2611
0;1545.0;25;25;2611
0;1555.0;25;25;null
0;1555.0;25;25;null
0;1563.0;-15;5;null
0;1573.0;-15;5;2612
0;1673.0;485;65;2612
0;1683.0;485;65;null
0;1683.0;485;65;null
0;1783.0;-15;5;null
0;1793.0;-15;5;2613
0;1801.0;25;25;2613
0;1811.0;25;25;null
0;1811.0;25;25;null
0;1819.0;-15;5;null
0;1829.0;-15;5;2614
0;1837.0;25;25;2614
0;1847.0;25;25;null
0;1847.0;25;25;null
0;1855.0;-15;5;null
0;1865.0;-15;5;2615
0;1875.0;35;15;2615
0;1885.0;35;15;null
0;1885.0;35;15;null
0;1895.0;-15;5;null
0;1905.0;-15;5;2616
0;1915.0;35;15;2616
0;1925.0;35;15;null
0;1925.0;35;15;null
0;1935.0;-15;5;null
0;1945.0;-15;5;2617
0;1953.0;25;35;2617
0;1963.0;25;35;null
0;1963.0;25;35;null
0;1971.0;-15;5;null
0;1981.0;-15;5;2618
0;2083.0;495;75;2618
0;2093.0;495;75;null
0;2093.0;495;75;null
0;2195.0;-15;5;null
0;2205.0;-15;5;2619
0;2213.0;25;35;2619
0;2223.0;25;35;null
0;2223.0;25;35;null
0;2231.0;-15;5;null
0;2241.0;-15;5;2620
0;2251.0;35;25;2620
0;2261.0;35;25;null
0;2261.0;35;25;null
0;2271.0;-15;5;null
0;2281.0;-15;5;2621
0;2287.0;15;45;2621
0;2297.0;15;45;null
0;2297.0;15;45;null
0;2303.0;-15;5;null
0;2313.0;-15;5;2622
0;2321.0;25;45;2622
0;2331.0;25;45;null
0;2331.0;25;45;null
0;2339.0;-15;5;null
0;2349.0;-15;5;2623
0;2455.0;515;35;2623
0;2465.0;515;35;null
0;2465.0;515;35;null
0;2571.0;-15;5;null
0;2581.0;-15;5;2624
0;2687.0;515;75;2624
0;2697.0;515;75;null
0;2697.0;515;75;null
0;2803.0;-15;5;null
0;2813.0;-15;5;2625
0;2821.0;25;45;2625
0;2831.0;25;45;null
0;2831.0;25;45;null
0;2839.0;-15;5;null
0;2849.0;-15;5;2626
0;2957.0;525;45;2626
0;2967.0;525;45;null
0;2967.0;525;45;null
0;3075.0;-15;5;null
0;3085.0;-15;5;2627
0;3097.0;45;25;2627
0;3107.0;45;25;null
0;3107.0;45;25;null
0;3119.0;-15;5;null
0;3129.0;-15;5;2628
0;3237.0;525;65;2628
0;3247.0;525;65;null
0;3247.0;525;65;null
0;3355.0;-15;5;null
0;3365.0;-15;5;2629
0;3465.0;485;35;2629
0;3475.0;485;35;null
0;3475.0;485;35;null
0;3575.0;-15;5;null
0;3585.0;-15;5;2630
0;3595.0;35;45;2630
0;3605.0;35;45;null
0;3605.0;35;45;null
0;3615.0;-15;5;null
0;3625.0;-15;5;2631
0;3725.0;485;75;2631
0;3735.0;485;75;null
0;3735.0;485;75;null
0;3835.0;-15;5;null
0;3845.0;-15;5;2632
0;3855.0;35;45;2632
0;3865.0;35;45;null
0;3865.0;35;45;null
0;3875.0;-15;5;null
0;3885.0;-15;5;2633
0;3993.0;525;35;2633
0;4003.0;525;35;null
0;4003.0;525;35;null
0;4111.0;-15;5;null
0;4121.0;-15;5;2634
0;4229.0;525;75;2634
0;4239.0;525;75;null
0;4239.0;525;75;null
0;4347.0;-15;5;null
0;4357.0;-15;5;2635
0;4369.0;45;35;2635
0;4379.0;45;35;null
0;4379.0;45;35;null
0;4391.0;-15;5;null
0;4401.0;-15;5;2636
0;4505.0;505;85;2636
0;4515.0;505;85;null
0;4515.0;505;85;null
0;4619.0;-15;5;null
0;4629.0;-15;5;2637
0;4641.0;45;35;2637
0;4651.0;45;35;null
0;4651.0;45;35;null
0;4663.0;-15;5;null
0;4673.0;-15;5;2638
0;4681.0;25;55;2638
0;4691.0;25;55;null
0;4691.0;25;55;null
0;4699.0;-15;5;null
0;4709.0;-15;5;2639
0;4717.0;25;55;2639
0;4727.0;25;55;null
0;4727.0;25;55;null
0;4735.0;-15;5;null
0;4745.0;-15;5;2640
0;4951.0;1015;5;2640
0;4961.0;1015;5;null
0;4961.0;1015;5;null
0;4965.0;995;15;null
0;4975.0;995;15;898
0;4979.0;1015;5;898
0;4989.0;1015;5;null
0;4989.0;1015;5;null
0;5091.0;505;45;null
0;5101.0;505;45;2600
0;5203.0;1015;5;2600
0;5213.0;1015;5;null
0;5213.0;1015;5;null
0;5347.0;345;35;null
0;5357.0;345;35;2189
0;5491.0;1015;5;2189
0;5501.0;1015;5;null
0;5501.0;1015;5;null
0;5617.0;435;15;null
0;5627.0;435;15;919
0;5628.0;435;5;919
0;5638.0;435;5;null
0;5638.0;435;5;null
0;5639.0;435;15;null
0;5649.0;435;15;859
0;5650.0;435;5;859
0;5660.0;435;5;null
0;5660.0;435;5;null
0;5661.0;435;15;null
0;5671.0;435;15;616
0;5672.0;435;25;616
0;5682.0;435;25;null
